Negative_0,Neutral_1,Positive_2
0.22519258,0.15946361,0.6153438
0.29163146,0.17676182,0.5316067
0.7081402,0.0032821433,0.28857774
0.0456115,0.05621437,0.89817417
0.121312894,0.15534207,0.72334504
0.347877,0.15271313,0.49940988
0.20667508,0.1636429,0.62968206
0.32309863,0.46948087,0.20742051
0.20559703,0.0036136003,0.79078937
0.71191907,0.13825487,0.14982608
0.6798674,0.16884296,0.15128958
0.6737417,0.19556369,0.13069467
0.22708096,0.37113085,0.4017882
0.9754989,0.0036210855,0.020880003
0.49229187,0.17582786,0.3318804
0.11815759,0.52175987,0.3600825
0.9833454,0.0036773065,0.01297725
0.9800323,0.006941084,0.013026665
0.023337563,0.0025123395,0.97415006
0.27758282,0.4767777,0.24563952
0.05822917,0.05730703,0.8844637
0.10381161,0.09509145,0.8010969
0.727222,0.15787947,0.11489847
0.20901923,0.1677291,0.6232517
0.66882336,0.16267695,0.1684997
0.47289735,0.38369486,0.14340779
0.66918355,0.19024487,0.14057161
0.8265469,0.07961478,0.09383833
0.23380452,0.48024228,0.28595322
0.67389417,0.11595042,0.21015547
0.6219788,0.17042245,0.20759872
0.59669715,0.0169457,0.38635716
0.9897648,0.0033359434,0.006899258
0.41850513,0.361941,0.21955387
0.016420454,0.0018539353,0.98172563
0.3659792,0.0019502712,0.63207054
0.45726666,0.19918606,0.3435473
0.98584765,0.0047851736,0.00936719
0.88398004,0.01129062,0.10472941
0.06961548,0.07390659,0.856478
0.16165207,0.3168284,0.5215196
0.13997568,0.1382912,0.72173315
0.548774,0.21842459,0.23280138
0.9824715,0.0039743977,0.013554188
0.56036425,0.2632432,0.17639253
0.746474,0.09551118,0.15801483
0.09804591,0.0012706171,0.90068346
0.34508482,0.31328642,0.34162876
0.019931119,0.002011818,0.9780571
0.3628212,0.28456062,0.35261825
0.26737496,0.12506594,0.6075591
0.08310699,0.09829942,0.81859356
0.057378754,0.04031363,0.9023076
0.040076423,0.065776736,0.89414686
0.32489952,0.06269143,0.61240906
0.84431785,0.08584123,0.06984092
0.40759444,0.009492438,0.58291316
0.07462704,0.068212606,0.85716033
0.6662455,0.21463142,0.11912298
0.39251217,0.058717936,0.54876983
0.73285186,0.15636222,0.11078594
0.96657836,0.004255986,0.02916564
0.6740504,0.15222095,0.17372863
0.20621686,0.39983302,0.3939501
0.33491355,0.0014237569,0.66366273
0.9137762,0.0022681828,0.0839556
0.36268032,0.10872326,0.5285964
0.10449384,0.24960648,0.6458997
0.062773935,0.0594243,0.8778018
0.3369624,0.3245297,0.33850786
0.10464907,0.10028619,0.79506475
0.83676094,0.08373351,0.07950562
0.06673709,0.09654412,0.8367188
0.09384061,0.061820157,0.8443392
0.014661891,0.0022460714,0.983092
0.07656955,0.14096475,0.7824657
0.0259815,0.006677306,0.96734124
0.97482944,0.0026156304,0.022554927
0.98278826,0.0020130503,0.015198744
0.8271574,0.06342504,0.10941769
0.6269666,0.085312754,0.28772062
0.3445741,0.055864166,0.5995617
0.77217615,0.10100946,0.12681441
0.6634472,0.09048528,0.24606752
0.050642442,0.04208875,0.90726876
0.008188144,0.0026687218,0.9891431
0.04438805,0.05470414,0.9009079
0.12701972,0.0046265447,0.8683537
0.58679056,0.23172832,0.18148105
0.10675999,0.10297673,0.79026324
0.69473577,0.106972754,0.19829142
0.10505055,0.001477864,0.8934716
0.18366435,0.59181255,0.22452307
0.20905441,0.13927639,0.6516692
0.05864274,0.010065308,0.931292
0.1596556,0.49035794,0.34998643
0.31788337,0.0857525,0.59636414
0.6285594,0.21464188,0.15679872
0.028201409,0.0019057848,0.96989286
0.08572262,0.07446535,0.83981204
0.6114534,0.21697901,0.17156762
0.2504179,0.08607338,0.6635087
0.9860902,0.003122078,0.010787798
0.07196969,0.103115655,0.82491463
0.15509424,0.28386045,0.5610454
0.80642563,0.121339776,0.07223456
0.6134414,0.24373505,0.14282355
0.46119598,0.08631478,0.4524892
0.14607003,0.12029797,0.733632
0.18804577,0.5050156,0.30693865
0.9862373,0.0031782887,0.0105845155
0.05898321,0.10762778,0.83338904
0.27166867,0.5535427,0.17478862
0.018492864,0.020609584,0.96089756
0.22329696,0.57061523,0.20608774
0.8440059,0.08109346,0.07490069
0.8535438,0.049381085,0.09707511
0.6855101,0.17198052,0.14250931
0.2207411,0.49323845,0.2860205
0.2996118,0.15605882,0.54432935
0.9541297,0.008293806,0.03757657
0.43249458,0.38452804,0.18297736
0.24603952,0.2833143,0.47064617
0.15492,0.4278542,0.41722584
0.9690344,0.0077178283,0.023247737
0.010363108,0.00250369,0.98713326
0.619674,0.011374182,0.36895177
0.8810645,0.05776008,0.06117549
0.2785488,0.17894675,0.54250443
0.94048923,0.0021397495,0.05737106
0.17226546,0.12584567,0.70188886
0.0722162,0.0015605189,0.9262233
0.18953516,0.089782,0.72068286
0.9024512,0.006159966,0.09138883
0.5320229,0.017054843,0.45092228
0.29996216,0.46626318,0.23377463
0.008132522,0.002385425,0.98948205
0.9504823,0.00905911,0.040458668
0.75842863,0.12548488,0.116086535
0.69614655,0.0039986605,0.29985473
0.32486042,0.29988366,0.3752559
0.9639883,0.018801546,0.017210092
0.6396152,0.24403907,0.11634575
0.33718127,0.22602627,0.43679246
0.03747948,0.0030091996,0.9595113
0.40526053,0.09513046,0.49960905
0.38794506,0.1394974,0.47255754
0.5775985,0.24127659,0.18112484
0.2739478,0.41597575,0.31007645
0.512377,0.18967478,0.2979482
0.1786758,0.41862258,0.40270162
0.16467905,0.115860336,0.7194606
0.96515036,0.0035264697,0.031323243
0.96620595,0.0029764855,0.030817565
0.44344696,0.17501593,0.3815371
0.20449132,0.61710364,0.17840509
0.16837627,0.0022225778,0.82940114
0.6618456,0.06756659,0.27058783
0.068960674,0.060612734,0.87042665
0.06425239,0.0021373087,0.9336103
0.055922102,0.084736034,0.85934186
0.06752474,0.06736085,0.86511445
0.2471409,0.0147592295,0.7380998
0.62896883,0.20787127,0.16315983
0.7563315,0.13379394,0.109874636
0.85505235,0.08100626,0.06394142
0.09991582,0.10224802,0.79783624
0.19161193,0.0963106,0.71207756
0.05193402,0.06592998,0.882136
0.7776241,0.112156585,0.11021927
0.93149155,0.003816011,0.06469241
0.2285646,0.20172934,0.5697061
0.5239104,0.14040959,0.33568
0.86034745,0.032744728,0.10690772
0.14810611,0.06433776,0.7875561
0.16302218,0.40910473,0.4278731
0.2138946,0.34192565,0.44417974
0.86353743,0.066675976,0.06978665
0.98581946,0.002990243,0.011190236
0.17345022,0.0017057417,0.82484406
0.93864477,0.032492645,0.028862614
0.071344376,0.061188806,0.8674668
0.9330573,0.006837756,0.06010482
0.5159409,0.28232026,0.20173886
0.3408813,0.41025206,0.24886669
0.614755,0.21705225,0.16819276
0.5431797,0.1439597,0.3128606
0.1572826,0.26151398,0.58120346
0.47469205,0.3325147,0.19279324
0.17726317,0.10431672,0.7184201
0.9015747,0.0031787737,0.095246516
0.7450381,0.00456658,0.25039542
0.087383665,0.37549713,0.5371192
0.09266923,0.086217664,0.8211131
0.19454992,0.19322412,0.61222595
0.9700051,0.005349867,0.024645021
0.7288356,0.1330906,0.13807386
0.057742376,0.041549876,0.9007077
0.97995776,0.00421822,0.015823968
0.86895895,0.068668365,0.062372703
0.12312047,0.07856683,0.7983127
0.96900374,0.0064519895,0.02454437
0.7350105,0.07375657,0.1912329
0.23035936,0.30333203,0.46630865
0.63057375,0.26701295,0.102413334
0.20132679,0.06804421,0.7306291
0.411588,0.36493468,0.22347732
0.59772074,0.0948244,0.3074548
0.44198558,0.23605983,0.32195458
0.02211669,0.0010512781,0.9768321
0.2689284,0.11391278,0.6171588
0.014040881,0.0032180748,0.98274106
0.71984375,0.16130047,0.11885583
0.9867497,0.004753639,0.008496612
0.041724827,0.0012127027,0.95706254
0.8872853,0.070199266,0.042515468
0.043307588,0.042085864,0.9146065
0.29247767,0.19552961,0.5119927
0.97267705,0.002713978,0.024608973
0.5676934,0.25021833,0.18208824
0.30795938,0.33289424,0.3591464
0.1613644,0.5646664,0.27396926
0.20323604,0.36633548,0.43042845
0.90284634,0.0060548307,0.09109889
0.031788595,0.0033718403,0.96483964
0.12947913,0.0031541612,0.86736673
0.9848754,0.0036293874,0.011495214
0.09306075,0.0010900227,0.9058493
0.12024423,0.0063358606,0.87341994
0.744715,0.0026055747,0.25267944
0.5767122,0.19227734,0.23101047
0.320113,0.0022518695,0.6776351
0.5084771,0.20029065,0.29123226
0.7868999,0.08533276,0.12776731
0.07102653,0.13670371,0.79226977
0.98202664,0.006796609,0.011176652
0.02700642,0.004789194,0.9682044
0.21703248,0.5081678,0.2747998
0.6323931,0.14951745,0.21808949
0.7140416,0.20129757,0.084660865
0.37641656,0.40373284,0.21985064
0.9721744,0.0029549163,0.024870662
0.7180617,0.19355538,0.088382915
0.5185551,0.17328334,0.30816156
0.031817853,0.029071072,0.9391111
0.6100766,0.25877458,0.1311488
0.9184978,0.0075003575,0.07400193
0.80171746,0.069827795,0.12845476
0.9014348,0.05125612,0.047309093
0.24603519,0.5483026,0.20566224
0.022432197,0.019183902,0.9583839
0.67941576,0.15150832,0.1690759
0.65763706,0.07869931,0.26366365
0.009157508,0.0021545403,0.98868793
0.8356071,0.11700992,0.047382977
0.9851998,0.0020923878,0.012707747
0.06571213,0.16151981,0.7727681
0.2088068,0.36067104,0.4305222
0.5464501,0.2412418,0.21230808
0.5085796,0.13165723,0.35976315
0.009601812,0.002372246,0.98802596
0.3751195,0.4374075,0.18747297
0.1922503,0.26236257,0.5453871
0.46517217,0.2977952,0.2370326
0.608884,0.005362427,0.3857536
0.11819203,0.10506689,0.7767411
0.26996696,0.09492617,0.63510686
0.0082668355,0.004413966,0.9873191
0.11465455,0.0023963258,0.8829491
0.53312564,0.111522146,0.35535225
0.04079128,0.0047900802,0.95441866
0.27833292,0.48623258,0.23543453
0.24882393,0.40941408,0.34176198
0.6074326,0.17561387,0.2169535
0.5441611,0.13795687,0.31788194
0.4433443,0.28337526,0.27328038
0.025698008,0.001012544,0.9732895
0.75561243,0.1412502,0.103137374
0.9316059,0.008143406,0.06025075
0.8579071,0.075588435,0.0665045
0.32052982,0.01705288,0.66241735
0.7995614,0.08769713,0.11274141
0.09243211,0.18728109,0.7202868
0.9600256,0.0074243555,0.032549996
0.43833354,0.29085162,0.27081484
0.23747861,0.13814238,0.624379
0.22999363,0.62569416,0.14431219
0.7193273,0.17956832,0.10110443
0.9446703,0.0038005277,0.0515292
0.15155652,0.2362156,0.61222786
0.010187186,0.0023916839,0.98742115
0.1843063,0.44869304,0.36700067
0.3745333,0.47568733,0.14977936
0.14364842,0.12844951,0.72790205
0.4223358,0.32431796,0.25334626
0.43522272,0.18225338,0.38252395
0.33650026,0.31513196,0.34836775
0.047333524,0.032841027,0.9198255
0.9226643,0.012315989,0.06501973
0.021885293,0.0018075287,0.97630715
0.09898562,0.079740874,0.82127357
0.6236301,0.16379301,0.21257685
0.89432055,0.057785552,0.04789384
0.7711849,0.07990185,0.14891317
0.8371846,0.07938359,0.08343184
0.19795223,0.49159968,0.31044808
0.40190876,0.2943177,0.30377358
0.069309615,0.060020998,0.8706694
0.012273874,0.0016341015,0.98609203
0.6639029,0.22531612,0.11078093
0.095484816,0.16770671,0.7368085
0.39262164,0.09068673,0.5166917
0.09513555,0.071810916,0.8330536
0.007829818,0.003051743,0.98911846
0.6403753,0.14275086,0.21687374
0.90818274,0.0035600595,0.08825718
0.17337434,0.26883498,0.5577907
0.062948816,0.0025413889,0.9345099
0.9870433,0.0030997354,0.009856934
0.9273952,0.0046172044,0.06798753
0.46889564,0.36294928,0.16815504
0.05549116,0.05837188,0.8861369
0.5219344,0.28222173,0.19584383
0.97818464,0.0045591304,0.017256213
0.74202394,0.13865851,0.11931753
0.9606743,0.0042432738,0.035082407
0.4219591,0.305155,0.27288583
0.7088325,0.1336219,0.15754563
0.79375255,0.013512039,0.19273545
0.13489968,0.11853249,0.74656785
0.010467062,0.0028448228,0.9866881
0.054688767,0.048992757,0.8963185
0.5471238,0.008780819,0.44409546
0.07310898,0.09358821,0.83330286
0.75325274,0.12514204,0.12160523
0.83661026,0.07960871,0.08378101
0.3270118,0.24722849,0.42575964
0.5719342,0.1194455,0.30862027
0.056690708,0.0024624504,0.9408468
0.46862406,0.0031066283,0.52826935
0.6462794,0.14762868,0.20609185
0.29216895,0.4378056,0.27002543
0.7614279,0.024757385,0.21381475
0.5577578,0.29299322,0.14924899
0.13952352,0.45129266,0.40918386
0.01774224,0.006693993,0.9755637
0.83264667,0.087046094,0.08030722
0.10221864,0.00371758,0.8940638
0.35499436,0.23606701,0.40893862
0.16543475,0.2652587,0.5693065
0.11198931,0.3638632,0.5241475
0.94693923,0.003451837,0.04960893
0.18323709,0.061879758,0.7548832
0.008240091,0.0026603688,0.98909956
0.14396971,0.2770425,0.5789877
0.8682689,0.012486175,0.11924494
0.020560667,0.029816119,0.9496232
0.5333234,0.21402127,0.25265536
0.10985224,0.1458301,0.7443177
0.5459668,0.178657,0.27537623
0.522499,0.32878914,0.1487118
0.49013004,0.0016300034,0.50824
0.17162937,0.64573145,0.18263912
0.008091705,0.0034388253,0.98846954
0.4938575,0.11879832,0.38734418
0.8292149,0.0019782116,0.16880691
0.250333,0.009583807,0.7400832
0.03381561,0.0019252033,0.96425927
0.89550644,0.003187647,0.101305895
0.37303302,0.05458167,0.5723853
0.5694709,0.2841079,0.14642124
0.9649938,0.0035224173,0.03148376
0.24797651,0.07096377,0.6810597
0.8310758,0.07537771,0.09354655
0.8901909,0.001520744,0.10828832
0.032527898,0.004370594,0.96310145
0.2924588,0.42757076,0.2799705
0.24781048,0.0024625573,0.74972695
0.6111558,0.11341915,0.275425
0.9438283,0.008758553,0.047413133
0.07962642,0.088274874,0.83209866
0.46787345,0.09765901,0.43446758
0.14512068,0.25156385,0.60331553
0.05103016,0.047074858,0.901895
0.5044999,0.0020906052,0.49340948
0.9847558,0.0022520665,0.012992121
0.59830916,0.007455421,0.39423543
0.86700886,0.049426887,0.083564304
0.9851164,0.003316156,0.011567444
0.027671052,0.003118315,0.9692106
0.13274941,0.18837847,0.67887217
0.2591947,0.055933043,0.6848722
0.95349836,0.00576506,0.04073658
0.01139601,0.0020045035,0.98659956
0.96948683,0.0037492786,0.02676394
0.19898514,0.5999244,0.20109054
0.98532814,0.004300165,0.010371609
0.14802495,0.26939332,0.5825817
0.25572163,0.058535326,0.6857431
0.968088,0.005584528,0.026327463
0.6533838,0.16937932,0.17723687
0.80759233,0.10874996,0.08365766
0.18140644,0.086253434,0.7323401
0.50052893,0.23961924,0.2598518
0.03361168,0.0024373112,0.963951
0.9811674,0.00969201,0.009140663
0.9102971,0.044939663,0.044763286
0.9647607,0.012242679,0.022996603
0.017350966,0.0066641145,0.97598493
0.06621739,0.06752061,0.86626196
0.34563628,0.30925387,0.34510988
0.6635019,0.1594491,0.17704892
0.705526,0.19019961,0.10427441
0.16627683,0.0045853835,0.82913774
0.09975376,0.11538028,0.784866
0.20954448,0.6223443,0.16811112
0.032021996,0.003575623,0.9644024
0.9590927,0.0038641684,0.037043102
0.044088736,0.041543987,0.91436726
0.6509095,0.1728716,0.1762189
0.70221585,0.0995316,0.19825254
0.49890497,0.22731797,0.27377707
0.2088982,0.10772366,0.6833781
0.2099981,0.25761756,0.5323843
0.18881859,0.033815213,0.77736616
0.67508143,0.13973136,0.18518725
0.02705032,0.04269103,0.93025863
0.010157297,0.0022298994,0.9876128
0.041098285,0.067265935,0.8916357
0.2714615,0.45128128,0.2772572
0.6065645,0.20047691,0.19295864
0.27916113,0.11376212,0.6070768
0.97797304,0.0028650202,0.019161893
0.48446018,0.28450418,0.23103565
0.64594424,0.0020973568,0.3519584
0.8083501,0.08227805,0.10937185
0.39310583,0.39395308,0.21294108
0.13269149,0.08027495,0.78703356
0.1644182,0.0052122413,0.83036953
0.24586605,0.5066007,0.24753328
0.030716522,0.031511664,0.9377718
0.028420128,0.0018058998,0.969774
0.9854689,0.003721858,0.010809219
0.8579261,0.08763874,0.054435156
0.9743887,0.002002512,0.02360876
0.23332606,0.5587329,0.20794111
0.6241838,0.13776492,0.23805134
0.10916155,0.13331631,0.75752217
0.91280216,0.03461264,0.052585274
0.6421118,0.06316616,0.29472208
0.012718415,0.0020447383,0.9852368
0.13040404,0.3842983,0.48529768
0.4263936,0.0068476074,0.5667589
0.26654944,0.36864534,0.3648052
0.5933216,0.002892559,0.40378585
0.24731843,0.5072806,0.24540102
0.34996873,0.38354987,0.26648137
0.44839397,0.095418476,0.45618752
0.9731513,0.004198889,0.02264981
0.90440017,0.03239969,0.0632001
0.9152792,0.0068097734,0.077911004
0.8691784,0.008181703,0.122639835
0.8039105,0.068283856,0.12780575
0.3518967,0.2068804,0.44122294
0.4090026,0.14313082,0.44786656
0.012245032,0.005803751,0.98195124
0.8416483,0.08156609,0.07678564
0.9456624,0.002919184,0.051418383
0.74139357,0.17809063,0.08051578
0.97636783,0.006045812,0.017586373
0.58371896,0.1529929,0.2632881
0.26513344,0.56753725,0.16732927
0.19252425,0.5725476,0.2349282
0.21139336,0.0560623,0.7325443
0.21517785,0.0028069867,0.7820152
0.071938604,0.11556512,0.81249624
0.5939709,0.037326697,0.36870244
0.103744954,0.10844966,0.78780544
0.98714334,0.0022841748,0.010572443
0.009307373,0.0020676118,0.98862505
0.38736743,0.3432595,0.2693731
0.049749564,0.041872602,0.9083779
0.54441494,0.25687793,0.1987071
0.79820114,0.12005215,0.081746705
0.9253927,0.037230816,0.037376463
0.5525072,0.24695124,0.2005415
0.31621727,0.13402215,0.5497606
0.75637716,0.14937891,0.0942439
0.1987968,0.40095395,0.40024924
0.8927358,0.005839344,0.101424806
0.64719987,0.064454846,0.2883453
0.16167516,0.07234679,0.76597804
0.76678866,0.12179663,0.11141472
0.014339114,0.0013258072,0.98433506
0.97499895,0.005783446,0.019217608
0.060315102,0.15573278,0.7839522
0.23286939,0.0018615413,0.7652691
0.026779488,0.0018905678,0.97132987
0.18272519,0.36331388,0.45396084
0.42788282,0.10209124,0.47002596
0.018441418,0.00278246,0.97877616
0.864017,0.005677158,0.13030586
0.7867915,0.07279391,0.14041457
0.06377025,0.09855421,0.8376756
0.96244895,0.0029244705,0.034626566
0.36061943,0.16087945,0.4785011
0.15602347,0.036791306,0.80718523
0.6739493,0.19773392,0.12831673
0.018751012,0.0013454399,0.9799035
0.36537609,0.24466759,0.38995633
0.9390208,0.007012747,0.053966485
0.14291434,0.22278942,0.63429624
0.6464587,0.12458102,0.22896029
0.20382194,0.51837194,0.27780607
0.65627325,0.17523755,0.16848919
0.18102764,0.04926978,0.76970255
0.036657274,0.042849258,0.9204935
0.3219318,0.087106764,0.59096146
0.035968572,0.0013818508,0.9626495
0.7863547,0.07673927,0.13690601
0.8760399,0.00969955,0.11426054
0.29665294,0.0066797314,0.6966673
0.19467273,0.010869466,0.79445773
0.7407723,0.09522567,0.16400196
0.16044682,0.22465497,0.61489815
0.03442688,0.035900135,0.9296729
0.8703341,0.052787747,0.0768782
0.58818865,0.29663113,0.11518016
0.33267665,0.18659572,0.4807277
0.103558995,0.04070417,0.8557368
0.48884553,0.2524073,0.25874716
0.7002623,0.104770124,0.19496761
0.88929534,0.0626278,0.048076913
0.07349203,0.05763171,0.8688763
0.046163194,0.045188423,0.9086484
0.9668829,0.0062462795,0.02687086
0.049170446,0.054601964,0.8962276
0.6821947,0.17814627,0.13965897
0.6372344,0.20080027,0.16196536
0.35707697,0.33954728,0.30337572
0.048506994,0.039044753,0.9124483
0.36244896,0.41660255,0.22094853
0.93246615,0.008431563,0.059102286
0.2124797,0.0033883094,0.784132
0.047079876,0.0051918514,0.9477282
0.39752623,0.28529093,0.3171829
0.34213075,0.009716251,0.648153
0.83230984,0.11577164,0.05191858
0.11597377,0.5274808,0.3565454
0.034453787,0.0015696839,0.96397656
0.46380734,0.21068092,0.32551172
0.33576906,0.32567993,0.33855107
0.045066465,0.042252023,0.9126815
0.035103925,0.038832348,0.9260638
0.98747253,0.0043500904,0.008177324
0.9861761,0.0041387244,0.009685207
0.9252897,0.0031698819,0.0715404
0.009569817,0.002954274,0.98747593
0.48589823,0.34023234,0.17386949
0.9775799,0.0025158743,0.019904185
0.07481683,0.045825355,0.87935776
0.2296547,0.56874204,0.20160322
0.93848735,0.028730894,0.032781817
0.12068557,0.10123547,0.778079
0.09326046,0.16824386,0.7384957
0.51519096,0.32129106,0.16351801
0.30287248,0.4229093,0.27421826
0.14882238,0.2872668,0.56391084
0.14147063,0.068234645,0.79029465
0.9881186,0.0030598985,0.008821462
0.7963685,0.101973854,0.101657726
0.41909957,0.11322382,0.46767667
0.039452914,0.03427906,0.926268
0.6555514,0.12638685,0.21806179
0.0638593,0.0032373746,0.93290335
0.5004225,0.35766998,0.14190757
0.94992036,0.01830012,0.031779535
0.3766391,0.1784406,0.44492033
0.01908225,0.0024487365,0.9784691
0.08647484,0.0026639972,0.9108612
0.74616003,0.13299601,0.12084397
0.8403454,0.056530062,0.10312457
0.7830465,0.08410269,0.13285083
0.6690166,0.08800463,0.2429787
0.98585224,0.0038747147,0.010272982
0.31291503,0.5299889,0.15709609
0.20218426,0.1581266,0.6396891
0.8883239,0.050580412,0.061095685
0.31875744,0.0053395564,0.675903
0.76250875,0.1151722,0.122319065
0.5636701,0.29575527,0.14057468
0.40709782,0.29186735,0.30103484
0.016102482,0.015888814,0.96800876
0.009869064,0.0021913974,0.9879395
0.4683935,0.29027325,0.24133329
0.015017418,0.0025078023,0.98247474
0.8574083,0.0042802333,0.13831161
0.047351778,0.0014121773,0.951236
0.060337797,0.053863414,0.88579875
0.008837346,0.002051481,0.9891111
0.18108949,0.5534678,0.26544276
0.42735493,0.3711925,0.20145258
0.87694144,0.0027166533,0.12034191
0.06564292,0.042421024,0.89193606
0.8340171,0.1077795,0.05820351
0.44099927,0.28920028,0.26980042
0.13709739,0.49767756,0.36522502
0.3947358,0.40722528,0.1980389
0.5393885,0.0047692996,0.4558423
0.81080014,0.09476897,0.09443092
0.61101526,0.22605577,0.16292892
0.047828116,0.05097256,0.9011994
0.7362661,0.10645747,0.15727639
0.5722515,0.19714604,0.2306024
0.77229726,0.028805159,0.19889762
0.22123264,0.6105491,0.1682183
0.39539722,0.37134215,0.23326066
0.07890959,0.045503296,0.8755871
0.70595026,0.11247761,0.1815721
0.9893552,0.0034514288,0.0071933786
0.2865378,0.41862634,0.29483584
0.7463252,0.1515669,0.10210789
0.15167269,0.08352476,0.7648025
0.7624326,0.006771638,0.23079579
0.9704653,0.006523039,0.023011595
0.23758276,0.40726897,0.35514826
0.94185543,0.008587877,0.049556687
0.81091726,0.11229837,0.07678437
0.13954271,0.039441727,0.82101554
0.42476875,0.45435843,0.12087283
0.97169757,0.012387874,0.015914492
0.053762816,0.06645289,0.87978435
0.6508374,0.11613972,0.23302299
0.13836874,0.20513596,0.65649533
0.97203404,0.0038628501,0.024103193
0.92486984,0.012803097,0.062327106
0.054170977,0.039135803,0.9066932
0.011005975,0.0042793904,0.9847147
0.804807,0.11403402,0.081159
0.5439279,0.25287786,0.20319423
0.046923902,0.042628635,0.9104475
0.8017301,0.022507837,0.17576207
0.018065358,0.0026633027,0.97927135
0.041487224,0.05151502,0.90699774
0.3862403,0.4190353,0.19472435
0.54123324,0.145381,0.31338578
0.20621318,0.46856448,0.32522225
0.9691859,0.0059610065,0.024853168
0.6763706,0.21943145,0.104197994
0.97301495,0.0030341945,0.023950858
0.97849655,0.010259847,0.011243591
0.04536344,0.044294283,0.9103422
0.6207979,0.19054784,0.18865424
0.24679863,0.44529173,0.30790964
0.04766941,0.058245193,0.8940854
0.07273507,0.0038675363,0.92339736
0.508407,0.19068144,0.30091155
0.038556643,0.0012687721,0.9601746
0.32849225,0.43142548,0.24008222
0.38659802,0.316653,0.29674897
0.64837843,0.12726672,0.22435485
0.1281924,0.12074765,0.75105995
0.8003236,0.06581867,0.13385768
0.6302,0.18939748,0.18040256
0.026737008,0.025066186,0.9481968
0.0951071,0.009282492,0.89561045
0.2077084,0.32076764,0.471524
0.12095388,0.38718742,0.49185866
0.96584153,0.004788216,0.029370245
0.89186925,0.0020961827,0.106034584
0.20487235,0.5360798,0.2590478
0.13026445,0.4818295,0.3879061
0.9142967,0.04856932,0.037133977
0.008178003,0.0032285997,0.98859334
0.032942075,0.05548194,0.9115759
0.65788525,0.18323967,0.1588751
0.65157044,0.11711793,0.23131162
0.6537589,0.010511451,0.33572963
0.89121467,0.002907062,0.10587829
0.070526816,0.10243129,0.82704186
0.03675693,0.0014388905,0.9618042
0.976358,0.0018398258,0.021802228
0.55717313,0.0015634854,0.44126344
0.90600014,0.0058389255,0.088161044
0.06194001,0.083962165,0.85409784
0.301505,0.18290998,0.515585
0.08419848,0.06831385,0.8474877
0.22493339,0.60634977,0.16871686
0.25407085,0.10139876,0.64453036
0.74814373,0.15836479,0.09349151
0.02139243,0.036767717,0.9418399
0.1612507,0.33515805,0.50359124
0.8604365,0.055366404,0.084197104
0.49888834,0.29316196,0.2079497
0.8128466,0.082486,0.104667306
0.5939457,0.14270689,0.26334745
0.9879231,0.0029287736,0.009148138
0.8827322,0.060152274,0.05711549
0.5855278,0.1126032,0.301869
0.9879215,0.003987494,0.008091118
0.064438134,0.06392511,0.8716368
0.061524842,0.04824391,0.89023125
0.15873183,0.16751754,0.6737506
0.48683015,0.29306513,0.22010477
0.67244506,0.23097283,0.09658216
0.12654799,0.179007,0.694445
0.39376432,0.35731602,0.24891964
0.113391794,0.12799494,0.7586133
0.43802515,0.3454019,0.21657293
0.009843352,0.0033234307,0.98683316
0.7239944,0.093036816,0.18296878
0.23073618,0.49535143,0.27391237
0.2611062,0.44545826,0.2934356
0.14749113,0.39274693,0.45976192
0.15624394,0.012583953,0.8311721
0.8223126,0.08682108,0.09086634
0.23790313,0.2437641,0.5183327
0.4791128,0.0028616842,0.5180255
0.07639817,0.0017730162,0.9218288
0.28740987,0.5089085,0.20368154
0.08666277,0.1099104,0.8034268
0.9235996,0.009386954,0.06701343
0.17234841,0.24656242,0.5810892
0.4531885,0.36935687,0.17745458
0.7887967,0.11830944,0.09289381
0.7966921,0.109882414,0.09342553
0.83128566,0.087321505,0.08139294
0.15902147,0.09279853,0.74818003
0.9576141,0.006263427,0.036122404
0.35477886,0.2830745,0.36214665
0.86119515,0.07732094,0.06148393
0.57578295,0.013253209,0.41096386
0.4733767,0.14679484,0.37982854
0.7366249,0.15914261,0.10423245
0.008718653,0.0033599557,0.98792136
0.77714354,0.09980571,0.123050734
0.9446701,0.0047409073,0.050589032
0.7302059,0.07048688,0.19930717
0.04712368,0.07378806,0.8790882
0.7177641,0.09157939,0.19065647
0.7807502,0.12379163,0.09545827
0.46811366,0.15630326,0.3755831
0.5506923,0.26845893,0.18084875
0.14885534,0.05006246,0.80108225
0.95497996,0.0018551508,0.0431649
0.37536967,0.41199023,0.21264009
0.036857035,0.0028621426,0.96028084
0.24238199,0.1507037,0.6069143
0.08109157,0.081259914,0.8376486
0.6163253,0.08308306,0.30059162
0.49045718,0.1708801,0.33866277
0.43717775,0.05867611,0.50414616
0.099719234,0.13145614,0.7688246
0.016108526,0.0067438325,0.97714764
0.27028129,0.17783907,0.5518796
0.4044535,0.0065650754,0.58898145
0.4475272,0.20430277,0.34817007
0.008056132,0.0043062563,0.98763764
0.1153119,0.07196763,0.8127205
0.18907559,0.578265,0.23265938
0.510162,0.25738207,0.23245595
0.16618066,0.14648227,0.68733704
0.9237112,0.024866613,0.05142222
0.8749464,0.058558837,0.06649471
0.28714156,0.30040842,0.41245002
0.0721734,0.11530913,0.81251746
0.008492131,0.0040280106,0.98747987
0.00964054,0.0019189836,0.9884405
0.36955643,0.008642038,0.6218015
0.017227346,0.002678488,0.98009413
0.874964,0.051504746,0.07353131
